Background,Clothing,Ear,Eyes,Face,Hair,Headgear,Mouth,Neck,Offhand,Special,Type,Unnamed: 0,image,name,num
Off White D,Blue Floral Kimono,,Hopeful,,Purple Half Bun,,Tongue Out,,Monk Staff,,Human,5882.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5882.png,Azuki #5882,5882
Off White C,Hoodie with Bag,,Striking,,Blonde Flowy,,Chewing,,Leather Katana,,Human,5883.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5883.png,Azuki #5883,5883
Red,Alpine Jacket,Pearl,Concerned,Blush,Magenta Pigtails,,Face Mask,,Floorsweeper,,Red,5884.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5884.png,Azuki #5884,5884
Off White B,Red Floral Kimono,,Concerned,Red Stripes Face Paint,Maroon Bun,Straw Hat,Chewing,,,,Human,5885.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5885.png,Azuki #5885,5885
Off White D,Maroon Yukata,,Closed,Eye Patch,Blonde Short Spiky,Sloth Headband,Smirk,,Gloves,,Human,5886.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5886.png,Azuki #5886,5886
Off White D,Tank Top,,Amethyst,,Maroon Ponytail,,Laughing,,,,Human,5887.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5887.png,Azuki #5887,5887
Cool Gray,Azuki Sweater,,Chill,Black Glasses,Brown Long,,Pout,,Banner,,Human,5888.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5888.png,Azuki #5888,5888
Dark Blue,Black Bomber,,White,,Spirit Spiky,,Pout,,Talisman,,Spirit,5889.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5889.png,Azuki #5889,5889
Off White A,Black Bomber,,Striking,,Black Orange Bangs,,Laughing,,Floorsweeper,,Human,5890.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5890.png,Azuki #5890,5890
Off White D,Dress Shirt,Wireless Earbuds,Careless,Eye Scar,Indigo Fluffy,,Smoking,,,,Human,5891.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5891.png,Azuki #5891,5891
Off White C,Frog Kimono,,Joyful,,Green Flowy,,Gaiter,,Fishing Rod,,Human,5892.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5892.png,Azuki #5892,5892
Red,Black Hoodie,,Joyful,,Black Blonde Half Bun,,Wheat Straw,,,,Human,5893.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5893.png,Azuki #5893,5893
Dark Purple,Fur Hoodie,Blue Fan,Ruby,,Magenta Flowy,,Laughing,,Bat,,Human,5894.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5894.png,Azuki #5894,5894
Off White A,Suikan,,Pensive,,Blonde Long,,Meh,,Sakura Katana,,Human,5895.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5895.png,Azuki #5895,5895
Off White D,Light Kimono,,Careless,,Magenta Long,,Relaxed,,Monk Staff,,Red,5896.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5896.png,Azuki #5896,5896
Off White A,Straw Poncho,,Joyful,,Magenta Pigtails,Frog Mask,Lipstick,Sneakers,Water Orb,,Red,5897.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5897.png,Azuki #5897,5897
Off White A,Cat Yukata,,Tired,,Indigo Long,,Pout,,Zanbato,,Human,5898.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5898.png,Azuki #5898,5898
Dark Blue,Red Hoodie,,Pensive,,Black Disheveled,,Bubble Gum,,,,Human,5899.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5899.png,Azuki #5899,5899
Off White B,Camo Tech Jacket,,Striking,Red Fang Face Paint,Silver Bob,IKZ Baseball Cap,Laughing,,,,Human,5900.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5900.png,Azuki #5900,5900
Off White A,Red Qipao with Fur,,Determined,Red Bandana,Powder Blue Pigtails,,Smoking,,Banner,,Human,5901.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5901.png,Azuki #5901,5901
Off White A,Pink Oversized Kimono,Blue Cylinder,Hopeful,,Purple Dreadlocks,,Relaxed,Chill Headphones,,,Human,5902.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5902.png,Azuki #5902,5902
Off White C,Black T-Shirt,,Bored,Red Stripes Face Paint,Maroon Disheveled,Frog Beanie,Closed,,Floorsweeper,,Human,5903.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5903.png,Azuki #5903,5903
Dark Blue,Black Perfecto Jacket,Wireless Earbuds,Closed,Sleep Mask,Blonde Swept Back,,Toothpick,,Shinai,,Human,5904.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5904.png,Azuki #5904,5904
Off White B,Matsuri Happi,,Lightning,,Blue Spiky,,Growl,,Red Bean,,Human,5905.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5905.png,Azuki #5905,5905
Off White A,Red Ninja Top,,Striking,,Purple Bun,Black Bucket Hat,Toothpick,,,Smoke,Human,5906.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5906.png,Azuki #5906,5906
Off White B,White Layered Yukata,,Meditating,Lipstick Kiss,Maroon Short Spiky,,Relaxed,,Lantern,,Human,5907.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5907.png,Azuki #5907,5907
Off White D,Bandage Top,,Amethyst,Blush,Green Ponytail,,Toothpick,,Monkey King Staff,,Human,5908.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5908.png,Azuki #5908,5908
Dark Blue,,,Lightning,,,,Meh,Contract Tattoo,Lightning Orb,Lightning,Blue,5909.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5909.png,Azuki #5909,5909
Off White A,Azuki Track Jacket,Chill,Lightning,,Blue Nightshade Flowy,,Smoking,,Shuriken,,Human,5910.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5910.png,Azuki #5910,5910
Off White B,Blue Kimono,Spiked Ring,Suspicious,Kabuki Facepaint,Maroon Fluffy,,Growl,,Floorsweeper,,Human,5911.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5911.png,Azuki #5911,5911
Dark Blue,White Qipao with Fur,Sunflower,Daydreaming,,Blue Bun,,Toothpick,,,Fox Fire,Human,5912.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5912.png,Azuki #5912,5912
Off White A,Sloth T-Shirt,,Striking,Red Fang Face Paint,Maroon Bun,Yellow Kanzashi,Frown,,Banner,,Human,5913.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5913.png,Azuki #5913,5913
Red,Sloth Hoodie,,Determined,,Magenta Pigtails,,Closed,,,,Human,5914.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5914.png,Azuki #5914,5914
Off White B,Archer,,Striking,Eye Scar,Blue Hairband,Ayaigasa,Smirk,,Blue Bean,,Human,5915.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5915.png,Azuki #5915,5915
Red,Bloody Bomber,,Glowing,,Brown Bangs,Sandogasa,Frown,,,,Human,5916.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5916.png,Azuki #5916,5916
Off White C,Hawaiian Shirt,,Amethyst,,Silver Half Bun,,Smile,,Sakura Katana,,Blue,5917.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5917.png,Azuki #5917,5917
Dark Purple,Black T-Shirt,Spiked Ring,Bored,,Maroon Short Spiky,Chef Headband,Relaxed,,,,Human,5918.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5918.png,Azuki #5918,5918
Off White C,Vegan Mink Coat,,Concerned,Round Purple Sunglasses,Blonde Bob,,Surprised,Sneakers,Bean Juice,,Human,5919.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5919.png,Azuki #5919,5919
Off White A,Black Kimono,,Pensive,,Silver Swept Back,Distressed Beanie,Meh,,Hand Seal,,Human,5920.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5920.png,Azuki #5920,5920
Off White C,Turquoise Kimono,,Determined,,Teal Bob,Sandogasa,Grass,,Floorsweeper,,Human,5921.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5921.png,Azuki #5921,5921
Dark Purple,Camo Tech Jacket,,Relaxed,,Dreadlocks,,Frown,,,,Human,5922.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5922.png,Azuki #5922,5922
Off White A,Blue Floral Kimono,,Ruby,,Maroon Bob,,Chewing,Red Panda Headphones,Katana,,Human,5923.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5923.png,Azuki #5923,5923
Red,Turquoise Kimono,,Hopeful,,Silver Half Bun,Cat Ears,Smile,,Fan,,Human,5924.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5924.png,Azuki #5924,5924
Off White A,White Yukata,Square Stud,Careless,Red Stripes Face Paint,Blonde Messy,Sloth Beanie,Wheat Straw,,Floorsweeper,,Human,5925.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5925.png,Azuki #5925,5925
Off White A,Hoodie,,Ruby,,Purple Pigtails,Frog Baseball Cap,Laughing,Choker,Shinai,,Human,5926.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5926.png,Azuki #5926,5926
Off White D,Hawaiian Shirt,,Tired,,Purple Spiky,,Closed,,,,Human,5927.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5927.png,Azuki #5927,5927
Off White B,Cat Kimono,,Closed,,Blue Hairband,Black Bucket Hat,Smirk,,,,Human,5928.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5928.png,Azuki #5928,5928
Dark Purple,Cat Kimono,,Red,,Powder Blue Pigtails,Azuki Cap,Smirk,,Floorsweeper,Butterfly,Human,5929.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5929.png,Azuki #5929,5929
Off White C,Golden Cat Kigurumi,,Pierced Eyebrow,Black Glasses,Blonde Pixie,,Frown,,,,Human,5930.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5930.png,Azuki #5930,5930
Off White C,Hoodie,,Concerned,,Green Ponytail,,Smoking,Choker,,,Human,5931.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5931.png,Azuki #5931,5931
Off White B,Black Hoodie,,Glowing,,Maroon Disheveled,,Chuckle,,,,Red,5932.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5932.png,Azuki #5932,5932
Off White B,Black Yukata,Wu,Glowing,,Blonde Short Spiky,Distressed Beanie,Not Bad,,,,Human,5933.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5933.png,Azuki #5933,5933
Off White C,Sloth Hoodie,,Amethyst,Round Purple Sunglasses,Black Hairband,,Closed,,Bean Juice,,Human,5934.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5934.png,Azuki #5934,5934
Dark Purple,Cat T-Shirt,,Careless,,Blue Half Bun,,Closed,Zen Headphones,,,Human,5935.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5935.png,Azuki #5935,5935
Red,Cat Hoodie,Red Spiked Ring,White,,Purple Bun,,Laughing,,Zanbato,,Human,5936.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5936.png,Azuki #5936,5936
Off White A,Pink Oversized Kimono,,Relaxed,,Indigo Bangs,,Whistling,,Floorsweeper,,Human,5937.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5937.png,Azuki #5937,5937
Cool Gray,Light Kimono,Blue Fan,Focused,,Silver Spiky,,Face Mask,,Fireball,,Human,5938.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5938.png,Azuki #5938,5938
Off White C,Azuki Track Jacket,,Relaxed,Blush,Maroon Ponytail,,Smirk,,Banner,,Human,5939.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5939.png,Azuki #5939,5939
Off White B,Turquoise Kimono with Bow,Chiyogami,Calm,,Blonde Flowy,,Bubble Gum,,,,Human,5940.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5940.png,Azuki #5940,5940
Off White D,Plated Samurai Armor,,Closed,Ji Eyeband,Blue Bun,,Smirk,Beads,Fan,,Human,5941.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5941.png,Azuki #5941,5941
Off White A,Straw Poncho,,Determined,Eye Scar,Indigo Messy,,Meh,Tribal Tattoo,,,Human,5942.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5942.png,Azuki #5942,5942
Off White B,Azuki Sweater,Corded Earbuds,Striking,Red Fang Face Paint,Teal Bob,Sandogasa,Grin,,,,Human,5943.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5943.png,Azuki #5943,5943
Red,Lavender Kimono with Bow,Sloth,Calm,,Green Flowy,Sloth Baseball Cap,Tongue Out,,Floorsweeper,,Human,5944.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5944.png,Azuki #5944,5944
Cool Gray,Suit with Turtleneck,,Determined,,Black Swept Back,Pointy Straw Hat,Closed,Zen Headphones,Hook Sword,,Human,5945.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5945.png,Azuki #5945,5945
Off White A,Hoodie,,Determined,,Blue Hairband,Sloth Headband,Smoking,Choker,Umbrella,,Human,5946.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5946.png,Azuki #5946,5946
Off White D,Rain Jacket,,Chill,,Indigo Disheveled,Red Panda Baseball Cap,Growl,,Golden Floorsweeper,,Human,5947.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5947.png,Azuki #5947,5947
Dark Purple,White Qipao with Fur,,White,,Powder Blue Pigtails,,Wheat Straw,Chill Headphones,Katana,,Human,5948.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5948.png,Azuki #5948,5948
Dark Purple,Straw Poncho,,White,,Blue Half Bun,Newsboy Cap,Bubble Gum,,Kanabo,,Human,5949.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5949.png,Azuki #5949,5949
Cool Gray,Maroon Yukata,,White,Red Fang Face Paint,Silver Disheveled,Cat Beanie,Not Bad,Cat Headphones,,,Blue,5950.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5950.png,Azuki #5950,5950
Red,Frog Yukata,,Pierced Eyebrow,Red Fang Face Paint,Blonde Long,Newsboy Cap,Toothpick,Zen Headphones,Sake,,Human,5951.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5951.png,Azuki #5951,5951
Dark Blue,Blue Kimono,,Tired,Red Stripes Face Paint,Brown Spiky,,Tactical Knife,,,Fox Fire,Human,5952.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5952.png,Azuki #5952,5952
Off White C,Hoodie with Bag,,Closed,Eye Patch,Braids,,Whistling,,,,Human,5953.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5953.png,Azuki #5953,5953
Red,Black Yukata,,Closed,Sleep Mask,Blonde Short Spiky,,Chuckle,,Shinai,,Human,5954.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5954.png,Azuki #5954,5954
Off White A,Azuki Track Jacket,,Calm,,Purple Half Bun,,Surprised,,,,Human,5955.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5955.png,Azuki #5955,5955
Off White A,Blue Bikini,,Calm,Blush,Purple Bun,,Smirk,,Sake,,Human,5956.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5956.png,Azuki #5956,5956
Red,Yellow Jumpsuit,,Pensive,Bandaid,Maroon Disheveled,,Not Bad,,Monkey King Staff,Fireflies,Human,5957.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5957.png,Azuki #5957,5957
Off White A,Cat Kimono,,Determined,Bandaid,Teal Bangs,,Chewing,Towel,Guitar,,Human,5958.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5958.png,Azuki #5958,5958
Off White C,Light Kimono,,Determined,,Silver Pixie,Sloth Beanie,Face Mask,,Bat,,Human,5959.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5959.png,Azuki #5959,5959
Off White A,Red Floral Kimono,,Daydreaming,,Brown Flowy,,Smile,,,,Human,5960.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5960.png,Azuki #5960,5960
Dark Blue,Azuki Sweater,,Closed,,Silver Hairband,Ayaigasa,Smoking,,,,Human,5961.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5961.png,Azuki #5961,5961
Off White A,Fur Hoodie,,Pierced Eyebrow,,Indigo Disheveled,,Pout,,Lantern,,Human,5962.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5962.png,Azuki #5962,5962
Off White B,Vest,,Closed,,Green Flowy,Ayaigasa,Tongue Out,,Coin,,Human,5963.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5963.png,Azuki #5963,5963
Off White A,Red Qipao with Fur,,Hopeful,Bandaid,Magenta Pigtails,Beret,Grin,,Shinai,,Human,5964.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5964.png,Azuki #5964,5964
Off White B,Black Yukata,,Indifferent,Bandaid,Orange Swept Back,Frog Baseball Cap,Closed,,Fishing Rod,,Human,5965.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5965.png,Azuki #5965,5965
Off White A,Brown Yukata,,Bored,Kabuki Facepaint,Gray Samurai,,Smirk,,Katana,,Blue,5966.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5966.png,Azuki #5966,5966
Off White C,Red Ninja Top,,Amethyst,Blush,Indigo Ponytail,,Closed,Chill Headphones,Katana,,Human,5967.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5967.png,Azuki #5967,5967
Cool Gray,Black Ninja Top,,Hopeful,,Green Half Bun,Sloth Baseball Cap,Grass,Towel,Fishing Rod,,Human,5968.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5968.png,Azuki #5968,5968
Cool Gray,Black Hoodie,,Curious,,Indigo Disheveled,,Growl,,Golden Bat,Fireflies,Human,5969.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5969.png,Azuki #5969,5969
Off White C,White Layered Yukata,,Closed,Sleep Mask,Blonde Short Spiky,,Relaxed,Koi Tattoo,Guitar,,Human,5970.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5970.png,Azuki #5970,5970
Off White B,Azuki Track Jacket,,Determined,,Blue Hairband,Full Bandana,Smirk,,Katana,,Human,5971.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5971.png,Azuki #5971,5971
Off White C,Sloth Kigurumi,,Amethyst,Red Fang Face Paint,Magenta Pigtails,,Tongue Out,,Zanbato,,Human,5972.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5972.png,Azuki #5972,5972
Off White A,Red Floral Kimono,,White,Red Stripes Face Paint,Green Ponytail,Cat Headband,Surprised,,Bat,,Human,5973.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5973.png,Azuki #5973,5973
Red,Plated Samurai Armor,,Striking,,Blue Bob,,Chewing,,,,Human,5974.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5974.png,Azuki #5974,5974
Off White D,Cat Kigurumi,,Calm,,Blonde Pixie,,Lipstick,,,,Human,5975.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5975.png,Azuki #5975,5975
Off White A,Lavender Kimono with Bow,,Pierced Eyebrow,,Maroon Bob,,Smoking,,,,Human,5976.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5976.png,Azuki #5976,5976
Red,Kimono with Straw Hat,,Chill,,Maroon Fluffy,Beret,Tactical Knife,,Hand Seal,,Human,5977.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5977.png,Azuki #5977,5977
Red,Light Kimono,,Curious,,Green Half Bun,Distressed Beanie,Smirk,,Red Bean,,Human,5978.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5978.png,Azuki #5978,5978
Dark Purple,Dress Shirt,Yin Yang,Determined,,Silver Spiky,,Chuckle,Contract Tattoo,Fireball,Fire,Red,5979.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5979.png,Azuki #5979,5979
